,tweets,clusterID
400,the delays come as 3 republican lawmakers blocked votes to pass the bipartisan 191b disaster aid bill most recen  ,10
401, following pres trump sen graham changes his mind about tariffs   ,10
402,president trump tweets that the us will impose a 5 tariff june 10 on all goods coming into the us from mexico un  ,10
403, you take the word impeachment and you change it to criminal activity   ,10
404, you take the word impeachment and you change it to criminal activity   ,10
405,deputy  rod rosenstein likely to step down in march doj officials tell     ,10
406,  what barr is doing to the doj and the rule of law is disgraceful and shameful   ,10
407, kellyanne conway reflects on ethics law blah blah blah   ,10
408, pres trump briefly admits to russia helping me to get elected   ,10
409,  its fair for us to ask whether the president of the united states was compromised and frankly i believe he was rep,10
410,  and if they did get away with it which they did at least of course theyd have to live by that standard from here on,10
411,in 2008 missouri had 5 abortion clinics statewide according to the washington post    in 2019 there was 1    and o  ,10
412,   2018    race for the senate    𝐂𝐮𝐫𝐫𝐞𝐧𝐭   gop caucus 51   dem caucus 49    𝐆𝐎𝐏   defending 9 seats   one,10
413,   2018   the numbers  𝟐 seats dems need to retake senate  𝟗 hours until first polls close  𝟐𝟑 seats de,10
414,the nhl has fought hard against mounting evidence of a connection between head injury and the degenerative brain di  ,10
415,  smoking gun evidence of trumps push to rig the census   ,10
416,  mcconnell blocks bills to combat election interference   ,10
417,  trump is still stewing and fuming and tweeting about muellers press conference and the prospect that it may have incre,10
418,  white house says the president is invoking the international emergency economic powers act threatens an increase of up to 25 o,10
419, sen warren im heartsick and praying for the victims and their loved ones eleven people should not ha  ,10
420,sen warren says as president she would nominate an office of legal counsel head who would reverse the policy whi  ,10
421,  does it make sense not to the us markets right now it does not  on mexico tariffs  ,10
422,sunday at 9 pm et on      examines how special counsel muellers first public words in 2 years ha  ,10
423,i personally felt he couldve reached a decision  barr tells cbs news on special counsel muellers decision no  ,10
424,i personally felt he couldve reached a decision  barr tells cbs news on special counsel muellers decision no  ,10
425, pres trump briefly admits to russia helping me to get elected   ,10
426,  what hes trying to do is get his base to believe that the case is closed here which is ultimately a lie  ,10
427,constitutional court in democratic republic of congo has upheld the victory of opposition presidential candidate fe  ,10
428,  2020 democratic presidential candidate  talks impeachment on     if you have to open an impeachment,10
429,  watch  explains his impeachment stance on thebeat  ,10
430,andrew mccabe fmr acting fbi dir talks with  about unresolved questions from the counterintelligence inv  ,10
431,andrew mccabe fmr acting fbi dir talks with  about unresolved questions from the counterintelligence inv  ,10
432,  news rep mike quigley member of the house intelligence committee announces he is calling for impeachment proceedings to,10
433,  watch rep katie porter before her town hall had this to say in regards to impeachment  i havent made a public decisi,10
434,meghan mccain tells 2020 democratic candidate   not to invoke her father the late  mccain on the  ,10
435,meghan mccain responds to a wall street journal report that the uss john mccain was requested to be moved out of s  ,10
436,history is going to look back at this moment and what we choose to do sen booker tells  adding i  ,10
437,  what will happen if china cuts off rare earth minerals from the us as a result of president trumps trade war   ,10
